latitude,longitude,crime_rate,pollution_level,traffic_density,lighting_score,carbon_factor,hour_of_day,is_night,is_weekend,risk_score,adjusted_risk,risk_label,location
28.56373333333333,77.20505555555556,0.324112922835086,0.31172701722444845,0.5869425788441611,0.7460770074628598,0.5043779103582473,19,0,1,0.34613435967563416,0.34613435967563416,1,"Delhi (28.5637, 77.2051)"
28.5539,77.20016666666668,0.5322180981717614,0.20462987893437257,0.2145805829844688,0.6942378490569754,0.21159537176943993,5,1,0,0.4153669474369801,0.4153669474369801,2,"Delhi (28.5539, 77.2002)"
28.544066666666666,77.19527777777778,0.5811667263862146,0.34237968977347266,0.460172052485275,0.9420795627732699,0.4248343436717343,11,0,0,0.32115224039199614,0.32115224039199614,1,"Delhi (28.5441, 77.1953)"
28.534233333333333,77.19038888888889,0.48860989922073156,0.20419385594371567,0.8980096962644293,0.8549569201280615,0.6898649441682152,10,0,0,0.3623950747292766,0.3623950747292766,2,"Delhi (28.5342, 77.1904)"
28.5244,77.1855,0.48947432355416803,0.23786085767560372,0.927458476847361,0.8554845503872094,0.7205791910958338,10,0,0,0.37034973294182094,0.37034973294182094,2,"Delhi (28.5244, 77.1855)"
28.6139,77.209,0.42753384870382705,0.3166997196024565,0.6629072185887183,0.9229437652104183,0.5590449688928397,18,0,1,0.35000696049228824,0.35000696049228824,1,"Delhi (28.6139, 77.2090)"
28.61378888888889,77.21127777777778,0.3559292353303539,0.260498754055189,0.656682959870043,0.7924385113273603,0.5378276981255867,21,1,1,0.45101792391980916,0.45101792391980916,2,"Delhi (28.6138, 77.2113)"
28.613677777777777,77.21355555555556,0.4275892765133389,0.3713595922353798,0.6471601397759333,0.8633634443264192,0.5644199755137672,15,0,0,0.31802536588799174,0.31802536588799174,1,"Delhi (28.6137, 77.2136)"
28.613566666666667,77.21583333333334,0.3859518096261949,0.317335850724382,0.25409571057177505,0.8987859177619274,0.2730677526175571,3,1,0,0.33023459558689083,0.33023459558689083,1,"Delhi (28.6136, 77.2158)"
28.613455555555557,77.21811111111111,0.3396547178844944,0.24749146169305813,0.2686561676523239,0.8431461082593725,0.26230675586454416,2,1,0,0.32314019551188433,0.32314019551188433,1,"Delhi (28.6135, 77.2181)"
28.613344444444444,77.22038888888889,0.32795275390050527,0.24195004579617654,0.19890060529640405,0.9127089613542351,0.21181543744633577,6,0,0,0.19063631890069632,0.19063631890069632,0,"Delhi (28.6133, 77.2204)"
28.613233333333334,77.22266666666667,0.33589538367799315,0.2775290731456269,0.9317766743939672,0.9155145175326783,0.735502394019465,10,0,0,0.3062041633777858,0.3062041633777858,1,"Delhi (28.6132, 77.2227)"
28.613122222222223,77.22494444444445,0.32874908281994264,0.2246886904600836,0.4112398461707646,0.7840806346894081,0.3552744994575603,21,1,0,0.3531968662862509,0.3531968662862509,1,"Delhi (28.6131, 77.2249)"
28.61301111111111,77.22722222222222,0.36243342779307186,0.3769720240616271,0.3400722180001855,0.7589290900413789,0.35114215981861796,3,1,1,0.425827462323421,0.425827462323421,2,"Delhi (28.6130, 77.2272)"
28.6129,77.2295,0.3440183954997336,0.3185370583795452,0.38897633143778454,0.8585684706019681,0.36784454952031276,9,0,1,0.29596447632803696,0.29596447632803696,1,"Delhi (28.6129, 77.2295)"
28.4595,77.0266,0.7195504724154673,0.28077985189837157,0.2651005617738652,0.48523403450671865,0.26980434881121707,21,1,0,0.5483772261746509,0.5483772261746509,2,"Delhi (28.4595, 77.0266)"
28.486677777777775,77.03503333333333,0.1709629793573594,0.22914935973766473,0.11087199082698274,0.4457038644053657,0.14635520150018733,1,1,1,0.38795681127154824,0.38795681127154824,2,"Delhi (28.4867, 77.0350)"
28.513855555555555,77.04346666666667,0.17210145429112828,0.2001235323758994,0.14928866919472786,0.8860601483593991,0.1645391281490793,7,0,0,0.13112612552884426,0.07867567531730656,0,"Delhi (28.5139, 77.0435)"
28.54103333333333,77.0519,0.24623101788955487,0.2564811627517526,0.17536308464213024,0.4520946191712974,0.19969850807501693,4,1,1,0.42510978044001463,0.42510978044001463,2,"Delhi (28.5410, 77.0519)"
28.56821111111111,77.06033333333333,0.20472972920829477,0.2709855275157446,0.27369423432242596,0.8828103828353755,0.27288162228042157,7,0,1,0.21910549741399765,0.21910549741399765,0,"Delhi (28.5682, 77.0603)"
28.595388888888888,77.06876666666668,0.29339160083734533,0.22805019967559945,0.27630274347984607,0.8603988349942295,0.26182698033857205,6,0,0,0.2018377830340503,0.2018377830340503,0,"Delhi (28.5954, 77.0688)"
28.622566666666668,77.0772,0.17395581050930825,0.29832082284068623,0.28222380514118867,0.9163606239451667,0.2870529104510379,15,0,1,0.20396003074721314,0.12237601844832788,0,"Delhi (28.6226, 77.0772)"
28.649744444444444,77.08563333333333,0.22522735383456155,0.3294458478175773,0.7575059880150039,0.9317729143557164,0.6290879459557759,8,0,0,0.24245682823717576,0.24245682823717576,0,"Delhi (28.6497, 77.0856)"
28.676922222222224,77.09406666666668,0.44673012449911714,0.2122500949683859,0.7704310271474878,0.8689430578002604,0.6029767474937572,8,0,0,0.3259094426935877,0.3259094426935877,1,"Delhi (28.6769, 77.0941)"
28.7041,77.1025,0.37867992745106926,0.3875686820917961,0.19530887040124803,0.3844233777131596,0.25298681390841243,1,1,1,0.5044853289489513,0.5044853289489513,2,"Delhi (28.7041, 77.1025)"
28.440949909181807,77.28455265785283,0.1888827322462932,0.3182231547533944,0.6006476561373355,0.9456121961720291,0.5159203057221531,9,0,0,0.20162537113913512,0.12097522268348107,0,"Delhi (28.4409, 77.2846)"
28.45406017833602,77.28938267789235,0.22511104135041662,0.2329272694886656,0.5203819581387763,0.9088810913590167,0.43414555154374307,15,0,0,0.20291861230257463,0.20291861230257463,0,"Delhi (28.4541, 77.2894)"
28.467170447490236,77.29421269793187,0.19723751436869008,0.24757993153085933,0.2380509720999487,0.4997845201284019,0.24090965992922186,23,1,0,0.3545526389650193,0.3545526389650193,1,"Delhi (28.4672, 77.2942)"
28.48028071664445,77.29904271797139,0.17330019779772327,0.37696939346698216,0.4619283825403788,0.4647704255915621,0.43644068581835976,20,0,1,0.3514486595590676,0.3514486595590676,1,"Delhi (28.4803, 77.2990)"
28.493390985798666,77.30387273801091,0.1720684065929945,0.2505589159070022,0.6111712401154247,0.36285567522348006,0.5029875428528979,20,0,0,0.336241601109692,0.336241601109692,1,"Delhi (28.4934, 77.3039)"
28.506501254952884,77.30870275805044,0.22440849379347083,0.3496509055904633,0.34732650177955304,0.5861761337839154,0.3480238229228261,23,1,0,0.3690630052077153,0.3690630052077153,2,"Delhi (28.5065, 77.3087)"
28.5196115241071,77.31353277808996,0.19207821854086116,0.27828001574476074,0.4683285060700936,0.912336908830909,0.4113139589724937,18,0,1,0.23722042676656424,0.14233225605993854,0,"Delhi (28.5196, 77.3135)"
28.532721793261313,77.31836279812948,0.22489956800042057,0.2871251850989697,0.5401739731827737,0.3774222601567402,0.46425933675763253,21,1,1,0.49409789824827516,0.49409789824827516,2,"Delhi (28.5327, 77.3184)"
28.545832062415528,77.323192818169,0.2839527098246195,0.24154272231211424,0.2796249000214655,0.38133567445319116,0.2682002467086601,5,1,0,0.4201475370597503,0.4201475370597503,2,"Delhi (28.5458, 77.3232)"
28.558942331569742,77.32802283820853,0.26101542870240346,0.25173680060295617,0.21812979748352024,0.568495201908187,0.228211898419351,4,1,1,0.40712474925161807,0.40712474925161807,2,"Delhi (28.5589, 77.3280)"
28.5355,77.391,0.7449383665510724,0.3855099962024425,0.3595905808176935,0.5553871738349538,0.36736640543311816,21,1,1,0.6143712215770352,0.6143712215770352,2,"Delhi (28.5355, 77.3910)"
28.539022222222222,77.3708888888889,0.7928649790972414,0.23577874560363477,0.2844181617635132,0.3927250213408501,0.2698263369155497,22,1,1,0.6455620861737125,0.9037869206431974,2,"Delhi (28.5390, 77.3709)"
28.542544444444445,77.35077777777778,0.18122145092086045,0.3471496796821991,0.5802454157046081,0.8973679975046643,0.5103166948978853,18,0,0,0.21083728877004618,0.1265023732620277,0,"Delhi (28.5425, 77.3508)"
28.546066666666665,77.33066666666667,0.26424434113627027,0.20977163381785296,0.808707049050757,0.9002136248970036,0.6290264244808857,17,0,0,0.2597153339128425,0.2597153339128425,0,"Delhi (28.5461, 77.3307)"
28.549588888888888,77.31055555555555,0.23643588333063636,0.3043359128376059,0.5516140423937232,0.8554218200335755,0.47743060352688804,14,0,0,0.23207280180014794,0.23207280180014794,0,"Delhi (28.5496, 77.3106)"
28.55311111111111,77.29044444444445,0.23676110979185494,0.24827837886773194,0.37017485759929686,0.4639076730368839,0.33360591397982736,23,1,0,0.397243536694596,0.397243536694596,2,"Delhi (28.5531, 77.2904)"
28.556633333333334,77.27033333333333,0.22526463466582686,0.37313344910129215,0.34555573251432065,0.642527308463999,0.3538290474904121,1,1,1,0.40735749980431696,0.40735749980431696,2,"Delhi (28.5566, 77.2703)"
28.560155555555554,77.25022222222222,0.1943535168908596,0.20750824875318905,0.8534554918726657,0.5962328621252871,0.6596713189368226,19,0,0,0.31773466403669787,0.31773466403669787,1,"Delhi (28.5602, 77.2502)"
28.563677777777777,77.2301111111111,0.18264603181225747,0.24258074800518914,0.43600339339085514,0.7046164593396718,0.3779765997751553,22,1,0,0.3274305801085194,0.3274305801085194,1,"Delhi (28.5637, 77.2301)"
28.5672,77.21,0.19945331152162704,0.28119119223432787,0.6309300938941853,0.852041764889644,0.526008423396228,11,0,0,0.22955685111771906,0.13773411067063143,0,"Delhi (28.5672, 77.2100)"
28.556203584821912,76.86409328235382,0.19683557959087727,0.33080365956568575,0.2782993579288867,0.5011184836400588,0.29405064841992645,23,1,0,0.36843810159269386,0.36843810159269386,2,"Delhi (28.5562, 76.8641)"
28.5846780225582,76.90568480192141,0.16950702892509661,0.36364458363031155,0.3005225565581029,0.45782842823248304,0.3194591646797655,22,1,0,0.37631319491240967,0.37631319491240967,2,"Delhi (28.5847, 76.9057)"
28.61315246029449,76.94727632148899,0.18666738432191154,0.37466658788833096,0.226795593418558,0.5839613583214279,0.27115689175948987,2,1,0,0.3408292427339289,0.3408292427339289,1,"Delhi (28.6132, 76.9473)"
28.64162689803078,76.98886784105657,0.22062737906925434,0.38884834539471275,0.12457606791164273,0.9118478705197519,0.20385775115656374,7,0,0,0.15682885977051872,0.15682885977051872,0,"Delhi (28.6416, 76.9889)"
28.670101335767068,77.03045936062415,0.24270583049254968,0.2712564413633133,0.18058053849511413,0.8647180624376084,0.20778330935557388,9,0,1,0.22298024997358873,0.22298024997358873,0,"Delhi (28.6701, 77.0305)"
28.698575773503354,77.07205088019174,0.23055055010245784,0.3601043518601078,0.6053306719894411,0.8703484524487987,0.5317627759506411,17,0,0,0.23991561540808753,0.23991561540808753,0,"Delhi (28.6986, 77.0721)"
28.727050211239643,77.11364239975931,0.42156962444804086,0.3749388118827388,0.9220252390517905,0.3886101887563739,0.7578993109010749,20,0,0,0.47619448841376333,0.47619448841376333,2,"Delhi (28.7271, 77.1136)"
28.755524648975932,77.1552339193269,0.23056738614048666,0.2415666628106243,0.7462744738269123,0.8700026599736704,0.5948621305220259,9,0,0,0.24929575751085198,0.24929575751085198,0,"Delhi (28.7555, 77.1552)"
28.78399908671222,77.19682543889448,0.18734960269591563,0.387270788083973,0.10697965130222767,0.504565376007492,0.19106699233675128,3,1,0,0.3442050434454289,0.3442050434454289,1,"Delhi (28.7840, 77.1968)"
28.81247352444851,77.23841695846207,0.15498824865919536,0.36652337166980115,0.684775797019472,0.47180472126635076,0.5893000694145707,19,0,0,0.3256634134340316,0.3256634134340316,1,"Delhi (28.8125, 77.2384)"
28.682292616646034,77.16239151314204,0.22251639076899676,0.23611027284698202,0.4016179833303954,0.694554012348065,0.35196567018537134,21,1,0,0.3380959584663902,0.3380959584663902,1,"Delhi (28.6823, 77.1624)"
28.67415373965068,77.17483131024244,0.18948676314026125,0.20987895650460298,0.14311057168290112,0.6221877409017156,0.16314108712941167,5,1,0,0.303227913276558,0.303227913276558,1,"Delhi (28.6742, 77.1748)"
28.66601486265533,77.18727110734284,0.22617548326685247,0.20160362521257488,0.7656584687226852,0.8877372809948709,0.596442015669652,8,0,0,0.2422362317243409,0.2422362317243409,0,"Delhi (28.6660, 77.1873)"
28.657875985659977,77.19971090444324,0.6376634537149874,0.2214619193519036,0.6176206606105064,0.8828864138747418,0.4987730382329255,15,0,0,0.36724989635832644,0.36724989635832644,2,"Delhi (28.6579, 77.1997)"
28.649737108664624,77.21215070154364,0.4568038953771709,0.31561738037312775,0.19009356042992226,0.9457610098773037,0.22775070641288392,6,0,0,0.23351688301448498,0.23351688301448498,0,"Delhi (28.6497, 77.2122)"
28.641598231669274,77.22459049864403,0.4648365188682817,0.3909171608988061,0.6402461859012742,0.9099507533025741,0.5654474784005338,13,0,0,0.3203337372533268,0.3203337372533268,1,"Delhi (28.6416, 77.2246)"
28.63345935467392,77.23703029574443,0.419457155945286,0.33144368172607086,0.2680017263075529,0.8930969777896144,0.2870343129331083,6,0,1,0.2968803872521865,0.2968803872521865,1,"Delhi (28.6335, 77.2370)"
28.625320477678567,77.24947009284483,0.1901651570945091,0.2757348877520692,0.3011017957723491,0.9083937478638087,0.2934917233662651,7,0,0,0.1621981261581853,0.09731887569491117,0,"Delhi (28.6253, 77.2495)"
28.617181600683217,77.26190988994523,0.23172130660623957,0.38856969547112036,0.8962773319729906,0.9071155085524186,0.7439650410224296,17,0,0,0.2776221495171398,0.2776221495171398,1,"Delhi (28.6172, 77.2619)"
28.609042723687864,77.27434968704563,0.2357504052365495,0.3761986077366325,0.7724641018162376,0.9420545633651174,0.6535844535923561,10,0,0,0.25048847703761185,0.25048847703761185,0,"Delhi (28.6090, 77.2743)"
28.6304,77.2177,0.3896287644972104,0.2876068572154251,0.5844029443669978,0.9493105851916648,0.49536411822152593,16,0,0,0.2654635486526996,0.2654635486526996,0,"Delhi (28.6304, 77.2177)"
28.63858888888889,77.2049,0.4321889874294385,0.2268938283382127,0.35183023782632195,0.9231003519885133,0.31434931497988916,7,0,1,0.29595497611094473,0.29595497611094473,1,"Delhi (28.6386, 77.2049)"
28.64677777777778,77.1921,0.19145901616586342,0.24346180434049527,1.0,0.9344397688199076,0.7730385413021486,9,0,0,0.2577468938871248,0.15464813633227487,0,"Delhi (28.6468, 77.1921)"
28.654966666666667,77.1793,0.1889879496025287,0.3434511936171439,0.2942963283510993,0.9222099973649079,0.30904278793091267,9,0,1,0.21408285163403734,0.1284497109804224,0,"Delhi (28.6550, 77.1793)"
28.663155555555555,77.1665,0.1820054866578595,0.2092947012135323,0.2766547777460946,0.5974631352528388,0.2564467547863259,1,1,1,0.37676382330030855,0.37676382330030855,2,"Delhi (28.6632, 77.1665)"
28.671344444444447,77.1537,0.18533741010346452,0.3196623753247924,0.4570851652018412,0.6196011641312791,0.41585832823872654,21,1,0,0.36049681481614826,0.36049681481614826,1,"Delhi (28.6713, 77.1537)"
28.679533333333335,77.1409,0.17936442175120626,0.3009652093088634,0.8137370584010089,0.8872548908063316,0.6599055036733651,17,0,0,0.24312090460237695,0.14587254276142617,0,"Delhi (28.6795, 77.1409)"
28.687722222222224,77.1281,0.37437438859219097,0.37033425037184464,0.11322834683898131,0.4072868642302251,0.1903601178988403,1,1,0,0.43322699701274225,0.43322699701274225,2,"Delhi (28.6877, 77.1281)"
28.695911111111112,77.1153,0.39478302909126056,0.27480527489937046,0.16824556174988328,0.5150240485844382,0.20021347569472941,1,1,0,0.41213540978825125,0.41213540978825125,2,"Delhi (28.6959, 77.1153)"
28.7041,77.1025,0.45152998006379863,0.3109345920507054,0.5321412247238264,0.8845298597529915,0.4657792349218901,15,0,0,0.29781767099772616,0.29781767099772616,1,"Delhi (28.7041, 77.1025)"
28.5494,77.2001,0.6164247005895129,0.23562584862158542,0.5731298120322749,0.8732621508964863,0.471878623009068,12,0,0,0.35696516414920776,0.35696516414920776,1,"Delhi (28.5494, 77.2001)"
28.556566666666665,77.20108888888889,0.4429595060808328,0.2850543181657723,0.908423949716188,0.6161626361025363,0.7214130602510633,20,0,0,0.41576419237666284,0.41576419237666284,2,"Delhi (28.5566, 77.2011)"
28.56373333333333,77.20207777777779,0.3542687435648041,0.3288217789097701,0.19588868447097235,0.8930882311895402,0.23576861280261166,7,0,1,0.2629874830119192,0.2629874830119192,0,"Delhi (28.5637, 77.2021)"
28.570899999999998,77.20306666666667,0.3445195456440086,0.269552734274154,0.2739204529760092,0.9291421953233867,0.27261013736545264,6,0,0,0.20633963351837312,0.20633963351837312,0,"Delhi (28.5709, 77.2031)"
28.578066666666665,77.20405555555556,0.20997985331928537,0.3754515969542691,0.3615736308398156,0.5508704276892394,0.36573702067415165,5,1,1,0.4275565460608393,0.4275565460608393,2,"Delhi (28.5781, 77.2041)"
28.585233333333335,77.20504444444445,0.21177324206774154,0.22559571119067684,1.0,0.8948128721890423,0.767678713357203,17,0,0,0.27297698779551666,0.27297698779551666,1,"Delhi (28.5852, 77.2050)"
28.5924,77.20603333333334,0.29080672413361375,0.28152204342452136,0.46158141897162003,0.8483627969550968,0.4075636063074904,23,1,0,0.33708107139618576,0.33708107139618576,1,"Delhi (28.5924, 77.2060)"
28.599566666666668,77.20702222222222,0.4653737466120265,0.22723263349499281,0.29433195900601333,0.9462592536521521,0.27420216135270714,7,0,1,0.29318905510157256,0.29318905510157256,1,"Delhi (28.5996, 77.2070)"
28.606733333333334,77.20801111111112,0.43547311347584616,0.21676598623261642,0.23428013592388813,0.8416360669013748,0.2290258910165066,0,1,1,0.3988251920030473,0.3988251920030473,2,"Delhi (28.6067, 77.2080)"
28.6139,77.209,0.4014067796716702,0.323765221338336,0.9345138740900389,0.872403404555912,0.7512892782645281,17,0,0,0.344945124993446,0.344945124993446,1,"Delhi (28.6139, 77.2090)"
28.7041,77.1025,0.38155314600594964,0.22440053224814469,0.5725573187855607,0.8883947826321356,0.46811028282433587,12,0,1,0.319768556486697,0.319768556486697,1,"Delhi (28.7041, 77.1025)"
28.68691111111111,77.11334444444445,0.4023818845916448,0.2785187728835597,0.32470334584669824,0.4014745474365778,0.31084797395775665,21,1,0,0.4670224019132919,0.4670224019132919,2,"Delhi (28.6869, 77.1133)"
28.669722222222223,77.1241888888889,0.36701362137040916,0.2679054066573176,0.8447014319708966,0.9236059210513866,0.6716626243768229,18,0,0,0.30104904267816285,0.30104904267816285,1,"Delhi (28.6697, 77.1242)"
28.652533333333334,77.13503333333334,0.22818178422952912,0.3845778128285375,0.1522095738696561,0.9128845713209223,0.2219200455573205,6,0,0,0.16293169901340676,0.16293169901340676,0,"Delhi (28.6525, 77.1350)"
28.635344444444446,77.14587777777778,0.19626643519185943,0.2860544065152551,0.5001861721273876,0.9192305196436241,0.4359466424437478,13,0,1,0.24251898887687845,0.14551139332612706,0,"Delhi (28.6353, 77.1459)"
28.618155555555553,77.15672222222223,0.1816329013737718,0.27532179195663753,0.2956519024743937,0.9176129581876081,0.2895528693190669,17,0,1,0.2060482405007409,0.12362894430044452,0,"Delhi (28.6182, 77.1567)"
28.600966666666665,77.16756666666667,0.1878307279649786,0.20419612379582208,0.20049846657690504,0.6207158860350224,0.20160776374258016,3,1,0,0.31105616564510485,0.31105616564510485,1,"Delhi (28.6010, 77.1676)"
28.583777777777776,77.17841111111112,0.18126305586956998,0.2500548771745133,0.22960654423381338,0.7230915134457729,0.2357410441160233,2,1,0,0.2921156605454296,0.2921156605454296,1,"Delhi (28.5838, 77.1784)"
28.566588888888887,77.18925555555556,0.41869084652793587,0.2921718057979582,0.8864636468423377,0.6618757632417034,0.7081760945290239,20,0,0,0.39325958308049813,0.39325958308049813,2,"Delhi (28.5666, 77.1893)"
28.5494,77.2001,0.6364760513507537,0.39852717912640856,0.1410005843884347,0.6065318538791191,0.21825856280982686,1,1,0,0.4821364600738901,0.4821364600738901,2,"Delhi (28.5494, 77.2001)"
28.6129,77.2295,0.3324815415570233,0.20636669011725847,0.5830253603806198,0.8559276407981891,0.47002775930161134,18,0,1,0.3104771024142297,0.3104771024142297,1,"Delhi (28.6129, 77.2295)"
28.61771111111111,77.23077777777777,0.3359538495757491,0.2777083504653194,0.16761887695686725,0.7939851536861118,0.20064571900940287,1,1,0,0.3220012255200463,0.3220012255200463,1,"Delhi (28.6177, 77.2308)"
28.622522222222223,77.23205555555556,0.33310823987784377,0.27574336278296063,0.7439305173717691,0.870341801657233,0.6034743709951265,16,0,0,0.28816634742699854,0.28816634742699854,1,"Delhi (28.6225, 77.2321)"
28.627333333333333,77.23333333333333,0.40077344185194014,0.3194467443243942,0.5700291123143715,0.8835469345824277,0.4948544019173783,20,0,1,0.3368330122821672,0.3368330122821672,1,"Delhi (28.6273, 77.2333)"
28.632144444444442,77.23461111111111,0.3646946457707354,0.21738335091488253,0.30575743902944535,0.9408485199349741,0.2792452125950765,7,0,0,0.21003294698191893,0.21003294698191893,0,"Delhi (28.6321, 77.2346)"
28.636955555555556,77.2358888888889,0.43023710304596996,0.3730194113611112,0.3357383888139539,0.6255813101292318,0.34692269557810107,5,1,0,0.4318503579919858,0.4318503579919858,2,"Delhi (28.6370, 77.2359)"
28.641766666666665,77.23716666666667,0.44425216679666246,0.2648941105642722,0.22898417744264826,0.6665800797049596,0.23975715737913544,1,1,0,0.39968027612541646,0.39968027612541646,2,"Delhi (28.6418, 77.2372)"
28.646577777777775,77.23844444444444,0.4378011566935575,0.37233469010790166,0.5699472974254733,0.7378434127658808,0.5106635152302018,23,1,0,0.44149511527588603,0.44149511527588603,2,"Delhi (28.6466, 77.2384)"
28.65138888888889,77.23972222222223,0.47156083348641664,0.3894267907118033,0.15321226257414794,0.9243404014937743,0.22407662101544454,7,0,0,0.2458857098041048,0.2458857098041048,0,"Delhi (28.6514, 77.2397)"
28.6562,77.241,0.27685819806731016,0.21085770933097817,0.4782837742695691,0.9196219592648911,0.39805595478799183,14,0,0,0.20982321658086897,0.20982321658086897,0,"Delhi (28.6562, 77.2410)"
28.5244,77.1855,0.4653233381774045,0.30018705631378806,0.28969289975392265,0.6330110103763665,0.2928411467218823,2,1,1,0.4780830563624671,0.4780830563624671,2,"Delhi (28.5244, 77.1855)"
28.536177777777777,77.18907777777778,0.5585283805999154,0.3568295351128146,0.23317840389389033,0.8912369129779547,0.2702737432595676,7,0,1,0.3433354190608467,0.3433354190608467,1,"Delhi (28.5362, 77.1891)"
28.547955555555557,77.19265555555556,0.5474095126927516,0.37670151507627486,0.7925589928982761,0.687095966449199,0.6678017495516757,20,0,0,0.4263733382725322,0.4263733382725322,2,"Delhi (28.5480, 77.1927)"
28.559733333333334,77.19623333333334,0.41984570910364527,0.31555705062966155,0.24337537086309607,0.7262595905879513,0.2650298747930657,3,1,1,0.4334431112317186,0.4334431112317186,2,"Delhi (28.5597, 77.1962)"
28.57151111111111,77.19981111111112,0.3161945321657902,0.37719287148999625,0.5172281683676229,0.655329500437068,0.47521757930433484,21,1,1,0.46213922355290266,0.46213922355290266,2,"Delhi (28.5715, 77.1998)"
28.58328888888889,77.20338888888888,0.24916089014611323,0.2044372044610894,0.6958727989108456,0.9333479208684973,0.5484421205759187,11,0,0,0.2286939716167511,0.2286939716167511,0,"Delhi (28.5833, 77.2034)"
28.595066666666668,77.20696666666666,0.40874533748953834,0.27513088303909883,0.21715436367043364,0.7621484870401123,0.2345473194810332,1,1,1,0.41260998921578523,0.41260998921578523,2,"Delhi (28.5951, 77.2070)"
28.606844444444445,77.21054444444444,0.42187738617792364,0.3339691012744482,0.31133348797437843,0.8945964346927177,0.31812417196439935,4,1,0,0.3541049098126955,0.3541049098126955,1,"Delhi (28.6068, 77.2105)"
28.618622222222225,77.21412222222222,0.3560496012098871,0.20591121742225965,0.6694174760634077,0.8806045371844234,0.5303655984710632,11,0,0,0.27546996927909173,0.27546996927909173,1,"Delhi (28.6186, 77.2141)"
28.6304,77.2177,0.35513331544925836,0.36413367070780545,0.3396795519897221,0.9452020613026115,0.3470157876051471,8,0,1,0.2753614449508264,0.2753614449508264,1,"Delhi (28.6304, 77.2177)"
28.692543678512422,77.03596432711656,0.16891750964326194,0.2704551188970531,0.4374274986234826,0.9332951456658483,0.38733578470555374,15,0,0,0.1684569786419073,0.10107418718514438,0,"Delhi (28.6925, 77.0360)"
28.674137811231603,77.01964761241237,0.2024749824843106,0.3956751236165154,0.24431291544479064,0.41530910440778346,0.28972157789630804,3,1,1,0.4432534174459329,0.4432534174459329,2,"Delhi (28.6741, 77.0196)"
28.655731943950784,77.00333089770818,0.15116834188171294,0.21289925323131376,0.5954985410141532,0.8550740246516141,0.48071875467930136,10,0,0,0.19975511997095038,0.11985307198257023,0,"Delhi (28.6557, 77.0033)"
